,GFI,complexity,document,length_of_chunk,number_of_chunk
507,11.9003,3,osmosis/124009624w.txt,40,3
508,11.1936,3,osmosis/124009624w.txt,40,4
509,10.145,3,osmosis/124009624w.txt,40,5
510,14.3186,3,osmosis/124009624w.txt,35,1
511,13.5767,3,osmosis/124009624w.txt,35,2
512,13.4132,3,osmosis/124009624w.txt,35,3
513,12.7193,3,osmosis/124009624w.txt,35,4
514,10.1379,3,osmosis/124009624w.txt,35,5
515,14.2449,3,osmosis/124009624w.txt,30,1
516,13.1044,3,osmosis/124009624w.txt,30,2
517,15.1199,3,osmosis/124009624w.txt,30,3
518,12.1416,3,osmosis/124009624w.txt,30,4
519,10.9961,3,osmosis/124009624w.txt,30,5
520,10.9533,3,osmosis/124009624w.txt,30,6
521,14.5012,3,osmosis/124009624w.txt,28,1
522,13.2465,3,osmosis/124009624w.txt,28,2
523,15.3517,3,osmosis/124009624w.txt,28,3
524,11.2571,3,osmosis/124009624w.txt,28,4
525,12.6074,3,osmosis/124009624w.txt,28,5
526,10.6202,3,osmosis/124009624w.txt,28,6
527,9.3529,3,osmosis/124009624w.txt,28,7
528,14.5497,3,osmosis/124009624w.txt,26,1
529,13.6485,3,osmosis/124009624w.txt,26,2
530,14.8681,3,osmosis/124009624w.txt,26,3
531,11.3909,3,osmosis/124009624w.txt,26,4
532,12.6114,3,osmosis/124009624w.txt,26,5
533,10.5859,3,osmosis/124009624w.txt,26,6
534,11.1866,3,osmosis/124009624w.txt,26,7
535,13.8568,3,osmosis/124009624w.txt,24,1
536,14.0833,3,osmosis/124009624w.txt,24,2
537,13.9804,3,osmosis/124009624w.txt,24,3
538,14.5533,3,osmosis/124009624w.txt,24,4
539,12.1644,3,osmosis/124009624w.txt,24,5
540,11.5585,3,osmosis/124009624w.txt,24,6
541,10.9574,3,osmosis/124009624w.txt,24,7
542,9.392,3,osmosis/124009624w.txt,24,8
543,13.9666,3,osmosis/124009624w.txt,22,1
544,14.3943,3,osmosis/124009624w.txt,22,2
545,13.113,3,osmosis/124009624w.txt,22,3
546,16.0249,3,osmosis/124009624w.txt,22,4
547,10.83,3,osmosis/124009624w.txt,22,5
548,12.8776,3,osmosis/124009624w.txt,22,6
549,10.0633,3,osmosis/124009624w.txt,22,7
550,11.2571,3,osmosis/124009624w.txt,22,8
551,9.9181,3,osmosis/124009624w.txt,22,9
552,13.6322,3,osmosis/124009624w.txt,20,1
553,14.4383,3,osmosis/124009624w.txt,20,2
554,12.9491,3,osmosis/124009624w.txt,20,3
555,16.8426,3,osmosis/124009624w.txt,20,4
556,11.0952,3,osmosis/124009624w.txt,20,5
557,12.6759,3,osmosis/124009624w.txt,20,6
558,12.1103,3,osmosis/124009624w.txt,20,7
559,10.2217,3,osmosis/124009624w.txt,20,8
560,10.5596,3,osmosis/124009624w.txt,20,9
561,9.7197,3,osmosis/124009624w.txt,20,10
562,13.3436,3,osmosis/124009624w.txt,18,1
563,15.0949,3,osmosis/124009624w.txt,18,2
564,13.2537,3,osmosis/124009624w.txt,18,3
565,14.2369,3,osmosis/124009624w.txt,18,4
566,15.2158,3,osmosis/124009624w.txt,18,5
567,11.3253,3,osmosis/124009624w.txt,18,6
568,12.9915,3,osmosis/124009624w.txt,18,7
569,11.326,3,osmosis/124009624w.txt,18,8
570,10.6067,3,osmosis/124009624w.txt,18,9
571,10.5859,3,osmosis/124009624w.txt,18,10
572,9.442,3,osmosis/124009624w.txt,18,11
573,13.1601,3,osmosis/124009624w.txt,16,1
574,14.9667,3,osmosis/124009624w.txt,16,2
575,13.7099,3,osmosis/124009624w.txt,16,3
576,13.1217,3,osmosis/124009624w.txt,16,4
577,17.6564,3,osmosis/124009624w.txt,16,5
578,11.5445,3,osmosis/124009624w.txt,16,6
579,11.2948,3,osmosis/124009624w.txt,16,7
580,12.5,3,osmosis/124009624w.txt,16,8
