,ARI,CLI,FKGL,GFI,SMOG,complexity,document,fog,length_of_chunk,number_of_chunk
1250,17.2,13.35,13.8,15.69,16.5,3,en116249615.txt,17.2565,10,68
1251,15.7,13.35,12.4,14.81,16.0,3,en116249615.txt,17.0046,10,69
1252,15.1,13.75,12.7,14.11,14.4,3,en116249615.txt,14.1027,10,70
1253,12.7,12.12,11.5,12.39,13.7,3,en116249615.txt,13.4086,10,71
1254,14.0,15.65,11.5,12.67,12.9,3,en116249615.txt,12.403,10,72
1255,15.9,13.41,13.8,14.77,15.6,3,en116249615.txt,16.0623,10,73
1256,16.8,16.94,14.3,14.97,15.6,3,en116249615.txt,16.8547,10,74
1257,43.0,15.92,33.1,34.57,0.0,3,en116249615.txt,11.9365,10,75
1258,15.0,12.07,12.9,15.06,15.5,3,en116249615.txt,16.3441,10,76
1259,15.7,13.87,13.4,15.0,16.0,3,en116249615.txt,14.639,10,77
1260,17.4,12.37,14.8,16.65,16.0,3,en116249615.txt,16.0535,10,78
1261,12.3,8.88,10.5,12.28,11.4,3,en116249615.txt,12.4416,10,79
1262,15.8,12.71,14.3,13.57,15.9,3,en116249615.txt,14.8,10,80
1263,15.8,10.92,13.3,15.13,15.1,3,en116249615.txt,15.6358,10,81
1264,12.5,10.91,10.1,11.42,13.2,3,en116249615.txt,11.7755,10,82
1265,8.0,6.84,7.1,7.62,10.8,3,en116249615.txt,10.4435,10,83
1266,9.4,8.12,8.1,9.1,10.4,3,en116249615.txt,9.6707,10,84
1267,9.1,9.05,8.5,8.97,11.0,3,en116249615.txt,10.15,10,85
1268,13.5,12.01,11.4,12.83,13.9,3,en116249615.txt,12.9701,10,86
1269,8.4,8.34,6.7,8.62,11.0,3,en116249615.txt,9.2881,10,87
1270,16.4,14.34,13.6,16.0,17.5,3,en116249615.txt,17.3585,10,88
1271,15.0,14.9,13.6,13.53,16.6,3,en116249615.txt,17.7434,10,89
1272,12.1,13.04,10.7,11.37,14.0,3,en116249615.txt,15.5895,10,90
1273,19.2,12.25,16.3,14.65,15.9,3,en115002482.txt,17.4026,916,1
1275,18.8,12.25,16.0,14.56,15.8,3,en115002482.txt,17.3439,750,1
1276,17.9,12.78,15.0,13.99,15.7,3,en115002482.txt,16.9648,500,1
1277,18.1,12.66,15.2,14.25,15.6,3,en115002482.txt,17.1216,450,1
1278,20.3,11.85,17.5,15.92,16.2,3,en115002482.txt,17.701,450,2
1279,18.3,12.6,15.3,14.45,15.7,3,en115002482.txt,17.2482,400,1
1280,20.1,11.73,17.4,16.05,16.0,3,en115002482.txt,17.7465,400,2
1281,18.4,12.6,15.5,14.71,15.7,3,en115002482.txt,17.3405,350,1
1282,16.8,12.07,14.4,13.56,15.1,3,en115002482.txt,15.822,350,2
1283,18.2,12.54,15.3,14.69,15.4,3,en115002482.txt,16.9773,300,1
1284,17.1,12.89,15.2,13.71,15.8,3,en115002482.txt,16.475,300,2
1285,22.8,11.62,18.6,18.0,16.5,3,en115002482.txt,19.0397,300,3
1286,17.3,12.43,14.7,14.2,15.1,3,en115002482.txt,16.5477,250,1
1287,18.6,13.12,15.3,14.88,16.2,3,en115002482.txt,17.3754,250,2
1288,20.7,11.33,16.9,16.78,16.0,3,en115002482.txt,18.1869,250,3
1289,16.5,11.9,14.2,13.91,14.7,3,en115002482.txt,15.807,200,1
1290,19.9,13.01,16.4,15.96,16.6,3,en115002482.txt,18.6351,200,2
1291,16.3,13.06,14.6,13.58,15.5,3,en115002482.txt,15.7255,200,3
1292,24.4,11.1,20.2,19.76,16.5,3,en115002482.txt,20.352,200,4
1293,15.5,11.49,12.5,13.34,13.8,3,en115002482.txt,14.5878,150,1
1294,20.6,13.07,16.9,16.89,16.8,3,en115002482.txt,19.1953,150,2
1295,18.1,12.89,15.0,14.9,16.0,3,en115002482.txt,17.415,150,3
1296,16.0,13.23,14.2,13.48,15.6,3,en115002482.txt,15.689,150,4
1297,24.4,10.98,20.2,19.95,16.3,3,en115002482.txt,20.5168,150,5
1298,21.2,12.2,18.0,16.63,16.7,3,en115002482.txt,17.7264,150,6
1299,15.7,11.44,12.7,13.49,13.8,3,en115002482.txt,14.6759,100,1
1300,17.3,12.54,14.6,14.96,15.5,3,en115002482.txt,16.8829,100,2
1301,21.3,13.12,17.4,17.67,16.8,3,en115002482.txt,19.2683,100,3
1302,18.4,12.89,15.3,15.46,16.5,3,en115002482.txt,18.0478,100,4
1303,16.9,13.29,14.8,14.42,15.5,3,en115002482.txt,15.9685,100,5
1304,15.8,12.83,14.3,13.41,15.4,3,en115002482.txt,15.4918,100,6
1305,18.0,10.69,15.2,14.91,14.2,3,en115002482.txt,15.9763,100,7
1306,31.3,11.1,25.6,25.63,18.6,3,en115002482.txt,24.7101,100,8
1307,19.5,12.89,16.2,15.19,16.4,3,en115002482.txt,16.8071,100,9
1308,14.9,11.49,12.0,13.0,13.5,3,en115002482.txt,13.8296,75,1
1309,16.2,11.49,14.2,14.51,14.1,3,en115002482.txt,15.3318,75,2
1310,19.5,13.18,17.1,16.51,16.9,3,en115002482.txt,18.959,75,3
1311,21.8,13.01,17.8,18.28,16.8,3,en115002482.txt,19.5137,75,4
1312,19.6,12.83,16.3,16.65,16.9,3,en115002482.txt,18.9681,75,5
1313,16.5,12.71,13.8,14.47,15.1,3,en115002482.txt,15.7956,75,6
1314,16.3,14.51,14.8,14.34,16.1,3,en115002482.txt,16.2453,75,7
1315,15.8,12.13,13.5,13.78,15.1,3,en115002482.txt,15.2644,75,8
1316,19.8,10.46,16.7,16.63,14.8,3,en115002482.txt,17.3184,75,9
1317,29.1,11.1,23.8,23.98,17.7,3,en115002482.txt,23.7413,75,10
1318,24.4,12.2,20.6,19.42,17.8,3,en115002482.txt,20.2717,75,11
1319,18.1,12.54,15.3,14.68,15.3,3,en115002482.txt,15.1277,75,12
1320,17.2,11.91,13.8,15.18,14.5,3,en115002482.txt,15.5241,50,1
1321,14.2,11.32,11.6,12.73,13.1,3,en115002482.txt,13.8269,50,2
1322,15.2,11.61,13.4,13.93,13.9,3,en115002482.txt,14.4187,50,3
1323,19.3,13.07,17.1,16.71,16.9,3,en115002482.txt,19.1169,50,4
1324,20.2,13.3,16.4,16.89,16.7,3,en115002482.txt,19.3597,50,5
1325,22.6,12.89,18.6,19.41,16.8,3,en115002482.txt,19.2045,50,6
1326,19.8,13.12,16.3,17.11,17.1,3,en115002482.txt,19.4145,50,7
1327,17.0,12.36,14.4,14.98,15.7,3,en115002482.txt,16.6205,50,8
1328,17.3,12.65,14.4,15.38,15.1,3,en115002482.txt,16.0987,50,9
1329,16.5,14.1,14.0,14.52,16.0,3,en115002482.txt,16.1194,50,10
1330,16.3,13.7,14.1,14.42,15.7,3,en115002482.txt,15.9457,50,11
1331,15.3,11.96,13.2,13.79,15.1,3,en115002482.txt,15.0289,50,12
1332,19.9,10.4,16.8,17.25,15.5,3,en115002482.txt,17.5836,50,13
1333,16.3,11.04,13.7,12.97,12.7,3,en115002482.txt,14.2644,50,14
1334,37.8,11.28,30.8,31.27,20.0,3,en115002482.txt,29.6572,50,15
1335,24.6,11.39,20.1,20.51,17.0,3,en115002482.txt,19.8774,50,16
1336,21.3,13.12,17.4,16.78,17.2,3,en115002482.txt,18.1608,50,17
1337,17.4,12.72,14.7,14.39,15.4,3,en115002482.txt,15.3816,50,18
1338,19.1,11.79,15.4,16.98,15.3,3,en115002482.txt,17.567,40,1
1339,11.6,11.42,9.1,10.0,11.7,3,en115002482.txt,11.0112,40,2
1340,15.7,11.49,13.8,14.69,14.2,3,en115002482.txt,15.5722,40,3
1341,16.4,11.49,14.4,14.98,14.3,3,en115002482.txt,14.7667,40,4
1342,19.5,13.12,17.1,16.75,17.1,3,en115002482.txt,19.7,40,5
1343,20.6,13.41,16.7,17.37,16.8,3,en115002482.txt,19.7095,40,6
1344,21.0,13.07,17.3,18.48,17.0,3,en115002482.txt,18.2837,40,7
1345,22.6,12.78,18.7,19.55,17.2,3,en115002482.txt,21.5495,40,8
1346,18.1,12.72,15.2,15.86,16.3,3,en115002482.txt,17.4078,40,9
1347,16.7,12.77,13.9,14.81,15.7,3,en115002482.txt,16.4113,40,10
1348,17.9,13.12,14.8,15.95,15.6,3,en115002482.txt,16.7307,40,11
1349,16.3,13.41,14.3,14.85,15.4,3,en115002482.txt,16.0068,40,12
1350,15.8,14.74,14.1,14.14,15.7,3,en115002482.txt,15.4987,40,13
1351,17.8,12.54,15.1,15.62,16.3,3,en115002482.txt,17.0229,40,14
1352,13.9,12.07,13.0,12.91,14.1,3,en115002482.txt,13.8266,40,15
1353,21.9,10.58,18.5,19.08,16.3,3,en115002482.txt,18.8775,40,16
1354,16.9,10.86,14.2,13.79,12.9,3,en115002482.txt,14.9262,40,17
1355,23.6,11.51,19.3,19.85,16.6,3,en115002482.txt,20.48,40,18
1356,37.2,11.22,30.3,30.8,19.5,3,en115002482.txt,29.0021,40,19
1357,23.4,11.27,19.3,19.64,16.6,3,en115002482.txt,18.5247,40,20
1358,21.1,13.41,17.1,16.48,17.5,3,en115002482.txt,19.3215,40,21
1359,16.7,12.36,14.2,14.15,14.8,3,en115002482.txt,14.4353,40,22
1360,20.7,12.14,17.6,18.41,16.2,3,en115002482.txt,18.6923,30,1
1361,10.4,10.09,9.1,9.95,11.1,3,en115002482.txt,10.061,30,2
1362,15.9,11.78,13.8,14.21,13.9,3,en115002482.txt,15.2474,30,3
1363,14.3,11.55,12.7,13.63,13.6,3,en115002482.txt,14.502,30,4
1364,15.6,11.15,12.9,14.56,13.6,3,en115002482.txt,14.1025,30,5
1365,19.7,12.54,16.5,17.3,16.5,3,en115002482.txt,19.4039,30,6
1366,19.4,13.24,17.1,17.07,17.3,3,en115002482.txt,19.2567,30,7
1367,20.6,13.94,17.5,17.14,16.9,3,en115002482.txt,19.512,30,8
1368,20.8,13.76,17.7,18.47,17.4,3,en115002482.txt,17.9999,30,9
1369,22.8,12.55,19.2,19.85,16.1,3,en115002482.txt,20.3271,30,10
1370,20.6,13.24,18.0,18.45,17.5,3,en115002482.txt,20.0246,30,11
1371,18.5,12.37,15.7,16.18,16.2,3,en115002482.txt,18.2051,30,12
1372,17.5,12.83,14.6,15.74,16.4,3,en115002482.txt,17.2124,30,13
1373,15.8,13.58,12.6,13.94,14.4,3,en115002482.txt,14.1814,30,14
1374,17.9,12.49,15.2,16.27,15.2,3,en115002482.txt,17.409,30,15
1375,16.6,13.87,14.3,15.53,16.2,3,en115002482.txt,16.9487,30,16
1376,16.4,14.1,13.9,14.97,16.0,3,en115002482.txt,15.6381,30,17
1377,16.2,14.51,13.6,14.42,15.6,3,en115002482.txt,15.4354,30,18
1378,17.6,11.91,15.3,15.59,16.4,3,en115002482.txt,17.3492,30,19
1379,13.4,12.18,12.6,12.24,13.6,3,en115002482.txt,13.0153,30,20
1380,25.1,10.35,21.1,21.92,17.2,3,en115002482.txt,21.7638,30,21
1381,14.1,11.2,11.5,11.27,13.1,3,en115002482.txt,12.6474,30,22
1382,16.8,11.15,14.0,13.43,12.7,3,en115002482.txt,14.8155,30,23
1383,27.6,11.22,22.6,23.42,17.7,3,en115002482.txt,23.1721,30,24
1384,40.7,11.05,33.2,33.73,20.0,3,en115002482.txt,30.2982,30,25
1385,25.5,11.27,20.9,21.54,17.0,3,en115002482.txt,21.5889,30,26
1386,22.8,12.32,19.2,18.57,17.4,3,en115002482.txt,17.9552,30,27
1387,21.3,13.36,17.3,17.12,17.6,3,en115002482.txt,19.4748,30,28
1388,15.3,12.48,12.9,12.99,13.9,3,en115002482.txt,12.8598,30,29
1389,21.4,12.31,18.1,18.3,17.0,3,en115002482.txt,17.0976,30,30
1390,22.9,12.26,19.4,20.63,16.7,3,en115002482.txt,19.9446,20,1
1391,15.5,11.2,12.8,14.08,13.7,3,en115002482.txt,15.1691,20,2
1392,8.6,10.48,6.9,8.37,10.2,3,en115002482.txt,8.5819,20,3
1393,14.1,12.19,10.9,11.78,12.8,3,en115002482.txt,13.4143,20,4
1394,16.9,11.09,14.0,15.97,14.1,3,en115002482.txt,16.3576,20,5
1395,14.7,12.36,12.4,14.06,14.3,3,en115002482.txt,14.9931,20,6
1396,15.8,10.86,13.3,14.76,13.6,3,en115002482.txt,13.8859,20,7
1397,16.9,12.42,14.2,15.71,14.9,3,en115002482.txt,15.6238,20,8
1398,20.2,12.37,16.9,17.43,16.6,3,en115002482.txt,20.7564,20,9
1399,18.8,14.05,16.1,16.55,17.6,3,en115002482.txt,18.9332,20,10
1400,20.5,13.07,16.8,17.95,16.6,3,en115002482.txt,18.7412,20,11
1401,20.8,13.7,16.6,17.48,17.0,3,en115002482.txt,20.6696,20,12
1402,17.9,13.07,14.8,16.46,16.1,3,en115002482.txt,17.7268,20,13
1403,23.7,13.36,19.4,20.99,17.5,3,en115002482.txt,18.9403,20,14
1404,23.2,12.96,19.2,20.37,16.3,3,en115002482.txt,20.5505,20,15
1405,22.0,12.95,18.1,19.73,17.9,3,en115002482.txt,22.5376,20,16
1406,17.5,13.18,15.4,16.39,16.7,3,en115002482.txt,17.1556,20,17
1407,18.8,12.2,16.1,16.78,15.8,3,en115002482.txt,17.9231,20,18
1408,19.9,12.83,16.5,17.72,17.1,3,en115002482.txt,18.8427,20,19
1409,13.7,12.76,12.5,13.59,14.3,3,en115002482.txt,13.8969,20,20
1410,16.5,13.64,14.2,14.49,14.9,3,en115002482.txt,14.348,20,21
1411,19.2,12.54,16.2,17.59,16.1,3,en115002482.txt,19.2157,20,22
1412,13.7,12.01,11.8,12.74,13.3,3,en115002482.txt,13.4726,20,23
1413,18.9,14.57,15.8,17.88,17.4,3,en115002482.txt,18.2611,20,24
1414,16.2,14.45,13.6,13.94,15.7,3,en115002482.txt,14.8594,20,25
1415,15.5,15.26,14.7,14.85,15.7,3,en115002482.txt,16.1263,20,26
1416,17.6,13.29,14.3,16.0,16.0,3,en115002482.txt,16.0161,20,27
1417,18.1,11.73,15.8,15.7,16.5,3,en115002482.txt,18.0176,20,28
1418,14.4,12.65,13.0,13.18,14.2,3,en115002482.txt,14.3222,20,29
1419,13.2,11.49,11.8,13.1,14.1,3,en115002482.txt,13.3159,20,30
1420,22.2,10.69,18.6,20.07,16.1,3,en115002482.txt,18.7473,20,31
1421,21.7,10.46,18.4,18.6,16.5,3,en115002482.txt,19.0158,20,32
1422,15.0,10.91,12.5,12.52,13.3,3,en115002482.txt,13.9286,20,33
1423,18.8,10.57,14.8,15.55,12.4,3,en115002482.txt,16.1346,20,34
1424,13.6,11.44,11.0,10.51,12.1,3,en115002482.txt,11.9801,20,35
1425,34.0,11.33,27.5,28.82,20.0,3,en115002482.txt,28.7447,20,36
1426,36.0,11.16,29.4,29.92,19.3,3,en115002482.txt,26.6395,20,37
1427,36.5,11.28,29.7,30.55,19.2,3,en115002482.txt,31.3626,20,38
1428,23.8,11.04,19.8,20.33,16.3,3,en115002482.txt,19.6935,20,39
1429,22.9,11.62,18.6,19.54,17.0,3,en115002482.txt,17.5086,20,40
1430,21.2,12.72,17.5,16.82,17.8,3,en115002482.txt,20.1068,20,41
1431,21.1,14.23,17.8,17.35,17.1,3,en115002482.txt,18.5145,20,42
1432,18.2,12.08,15.6,16.07,14.8,3,en115002482.txt,13.3551,20,43
1433,15.7,12.89,13.1,13.34,14.8,3,en115002482.txt,15.4583,20,44
1434,22.2,12.2,18.8,19.48,17.1,3,en115002482.txt,16.0482,20,45
1435,18.6,9.7,16.3,18.34,14.6,3,en115002482.txt,16.5051,10,1
1436,26.5,13.88,21.2,22.98,18.5,3,en115002482.txt,23.1242,10,2
1437,16.8,12.42,14.0,15.36,15.0,3,en115002482.txt,16.4023,10,3
1438,14.3,9.93,12.6,13.47,12.3,3,en115002482.txt,13.9111,10,4
1439,9.1,11.81,7.1,8.02,9.2,3,en115002482.txt,7.2358,10,5
1440,8.7,9.62,7.9,9.83,11.0,3,en115002482.txt,9.8255,10,6
1441,10.7,10.44,8.9,9.69,10.6,3,en115002482.txt,9.9258,10,7
1442,17.2,12.89,14.2,14.6,14.6,3,en115002482.txt,16.3615,10,8
1443,19.8,11.67,17.3,19.01,15.8,3,en115002482.txt,18.8738,10,9
1444,13.7,10.1,12.0,13.62,12.2,3,en115002482.txt,13.651,10,10
1445,14.8,13.52,12.8,13.98,14.0,3,en115002482.txt,14.1814,10,11
1446,14.8,11.15,12.0,14.57,14.6,3,en115002482.txt,15.7943,10,12
1447,18.3,11.85,15.8,16.58,14.6,3,en115002482.txt,15.4089,10,13
1448,13.1,9.29,10.9,13.2,12.5,3,en115002482.txt,12.2779,10,14
1449,15.3,12.31,13.2,14.39,13.7,3,en115002482.txt,14.5469,10,15
1450,18.7,12.83,16.6,17.7,16.2,3,en115002482.txt,16.6493,10,16
1451,26.6,12.55,22.2,23.67,20.2,3,en115002482.txt,23.3508,10,17
1452,15.9,12.31,13.3,13.36,13.5,3,en115002482.txt,18.05,10,18
1453,16.2,14.16,14.9,15.88,16.9,3,en115002482.txt,17.5366,10,19
1454,21.3,13.82,18.2,18.6,18.2,3,en115002482.txt,20.8776,10,20
1455,20.9,11.96,17.8,19.04,16.6,3,en115002482.txt,20.3135,10,21
1456,20.2,14.46,17.0,17.66,16.6,3,en115002482.txt,17.1943,10,22
1457,20.2,13.18,16.5,18.28,17.2,3,en115002482.txt,19.7708,10,23
1458,21.2,14.11,16.7,17.61,16.7,3,en115002482.txt,21.6683,10,24
1459,18.1,12.83,15.0,16.29,16.2,3,en115002482.txt,18.0,10,25
1460,17.7,13.36,15.6,17.03,16.0,3,en115002482.txt,17.454,10,26
1461,26.0,15.51,22.0,23.31,19.9,3,en115002482.txt,18.5459,10,27
1462,22.1,11.8,18.0,19.75,15.6,3,en115002482.txt,19.8808,10,28
1463,23.3,12.96,19.3,20.89,16.9,3,en115002482.txt,21.0829,10,29
1464,23.1,12.96,19.2,20.41,15.6,3,en115002482.txt,20.0146,10,30
1465,22.1,12.14,18.6,20.2,17.7,3,en115002482.txt,21.1933,10,31
1466,22.0,13.65,18.9,19.78,18.2,3,en115002482.txt,23.86,10,32
1467,17.0,14.16,15.6,16.47,16.4,3,en115002482.txt,15.6077,10,33
1468,17.9,12.83,16.2,16.98,17.0,3,en115002482.txt,18.8527,10,34
1469,19.2,13.01,15.9,17.01,16.0,3,en115002482.txt,18.1518,10,35
1470,18.4,11.33,16.3,17.28,15.6,3,en115002482.txt,17.7113,10,36
1471,20.6,13.76,16.3,18.28,17.1,3,en115002482.txt,18.1333,10,37
1472,19.4,12.02,16.7,18.53,17.1,3,en115002482.txt,19.574,10,38
1473,12.8,12.3,12.1,14.17,15.0,3,en115002482.txt,13.9806,10,39
1474,14.6,13.17,11.8,13.86,13.5,3,en115002482.txt,13.8576,10,40
1475,13.7,16.57,11.3,10.17,11.8,3,en115002482.txt,11.5176,10,41
1476,24.6,12.61,20.5,22.04,18.2,3,en115002482.txt,17.8194,10,42
1477,19.7,13.76,17.0,18.22,17.4,3,en115002482.txt,19.6267,10,43
1478,18.7,11.56,15.3,17.47,14.9,3,en115002482.txt,18.9591,10,44
1479,15.1,11.96,13.1,13.71,12.9,3,en115002482.txt,13.3866,10,45
1480,12.3,12.47,11.6,12.13,13.7,3,en115002482.txt,14.096,10,46
1481,16.6,13.93,13.0,16.21,15.0,3,en115002482.txt,14.8259,10,47
1482,21.1,14.86,18.6,20.62,19.4,3,en115002482.txt,21.2094,10,48
1483,21.3,15.91,18.0,18.43,18.7,3,en115002482.txt,16.9848,10,49
1484,11.7,12.18,9.8,11.75,12.7,3,en115002482.txt,12.3976,10,50
1485,16.8,13.64,15.8,16.86,16.5,3,en115002482.txt,17.2967,10,51
1486,15.7,18.61,13.4,15.2,14.7,3,en115002482.txt,16.6833,10,52
1487,15.9,14.97,12.8,15.19,15.6,3,en115002482.txt,15.805,10,53
1488,20.0,12.31,16.9,18.44,16.5,3,en115002482.txt,17.0452,10,54
1489,16.1,11.96,13.9,14.88,15.2,3,en115002482.txt,16.3729,10,55
1490,20.4,11.27,18.0,18.12,17.8,3,en115002482.txt,19.5834,10,56
1491,15.1,12.13,14.1,15.57,15.4,3,en115002482.txt,16.0746,10,57
1492,13.8,13.87,11.8,10.34,12.7,3,en115002482.txt,12.4285,10,58
1493,14.2,11.67,13.9,13.88,15.2,3,en115002482.txt,14.5294,10,59
1494,12.3,11.6,10.9,13.07,12.8,3,en115002482.txt,12.0067,10,60
1495,19.8,11.44,17.3,18.94,16.7,3,en115002482.txt,17.9928,10,61
1496,24.8,9.94,20.0,22.25,15.5,3,en115002482.txt,19.7556,10,62
1497,30.5,9.88,25.6,26.24,18.9,3,en115002482.txt,27.5955,10,63
1498,12.2,11.89,10.5,9.54,12.6,3,en115002482.txt,10.437,10,64
1499,13.0,11.03,10.8,11.43,12.3,3,en115002482.txt,12.019,10,65
1500,17.0,11.09,14.1,14.53,14.1,3,en115002482.txt,15.7262,10,66
1501,25.0,10.29,20.0,20.95,13.0,3,en115002482.txt,20.8177,10,67
1502,13.3,11.31,10.7,11.55,11.8,3,en115002482.txt,11.8523,10,68
1503,13.4,12.53,11.2,10.85,13.2,3,en115002482.txt,13.2554,10,69
1504,14.1,10.22,11.0,11.49,10.7,3,en115002482.txt,10.9045,10,70
1505,42.1,11.8,33.7,35.69,22.5,3,en115002482.txt,33.2769,10,71
1506,26.6,10.98,22.0,23.22,17.2,3,en115002482.txt,24.1456,10,72
1507,30.2,10.64,24.9,25.19,17.7,3,en115002482.txt,21.5714,10,73
1508,37.1,11.28,30.3,31.04,19.8,3,en115002482.txt,31.749,10,74
1509,44.7,10.87,35.3,37.61,20.2,3,en115002482.txt,37.7233,10,75
1510,28.5,11.68,23.0,24.43,18.1,3,en115002482.txt,25.2615,10,76
1511,26.1,10.69,21.8,22.69,16.6,3,en115002482.txt,23.6788,10,77
1512,21.0,11.33,17.2,18.68,15.7,3,en115002482.txt,15.6784,10,78
1513,23.7,12.38,19.9,20.62,17.4,3,en115002482.txt,20.2526,10,79
1514,18.8,10.17,16.2,16.94,15.5,3,en115002482.txt,14.7852,10,80
1515,20.6,13.59,17.7,16.55,17.1,3,en115002482.txt,18.8999,10,81
1516,21.8,12.02,18.4,18.48,18.5,3,en115002482.txt,21.3504,10,82
1517,22.1,15.73,17.6,18.23,18.2,3,en115002482.txt,19.4819,10,83
1518,20.1,12.78,16.8,17.83,15.9,3,en115002482.txt,17.5847,10,84
1519,22.6,11.74,19.4,19.75,15.2,3,en115002482.txt,12.8281,10,85
1520,14.2,12.48,12.0,13.25,14.0,3,en115002482.txt,13.9517,10,86
1521,11.9,13.8,8.9,9.11,12.3,3,en115002482.txt,12.4267,10,87
1522,20.4,12.49,17.3,18.01,16.9,3,en115002482.txt,19.2362,10,88
1523,21.8,11.79,18.8,20.25,17.1,3,en115002482.txt,18.8527,10,89
1524,19.7,12.95,16.2,16.7,15.9,3,en115002482.txt,13.5332,10,90
1525,22.7,13.47,18.3,20.51,16.7,3,en115002482.txt,18.4643,10,91
1526,16.7,14.51,13.8,11.08,16.5,3,en117652377.txt,16.9262,1158,1
1527,16.7,14.57,13.8,11.29,16.4,3,en117652377.txt,16.8616,1000,1
1528,16.5,14.63,13.6,11.46,16.2,3,en117652377.txt,16.3532,750,1
1529,15.5,13.76,13.3,11.59,15.5,3,en117652377.txt,15.2636,500,1
1530,17.9,15.21,15.4,12.12,17.3,3,en117652377.txt,18.3285,500,2
1531,15.5,13.7,13.4,11.74,15.5,3,en117652377.txt,15.3206,450,1
1532,17.5,15.32,15.0,12.1,16.9,3,en117652377.txt,17.524,450,2
1533,15.6,13.87,13.3,11.73,15.5,3,en117652377.txt,15.4848,400,1
1534,17.4,15.44,15.0,12.11,16.8,3,en117652377.txt,17.2395,400,2
1535,15.6,13.99,13.3,11.71,15.5,3,en117652377.txt,15.5672,350,1
1536,17.2,14.97,15.1,12.51,16.7,3,en117652377.txt,17.0061,350,2
1537,17.4,14.8,15.3,12.0,17.1,3,en117652377.txt,18.0813,350,3
1538,16.0,14.28,13.4,11.99,15.9,3,en117652377.txt,15.81,300,1
1539,15.5,13.41,13.5,12.23,15.4,3,en117652377.txt,15.0862,300,2
1540,18.0,15.73,15.2,12.42,17.3,3,en117652377.txt,18.3024,300,3
1541,16.6,14.45,13.8,12.55,16.2,3,en117652377.txt,16.1158,250,1
1542,14.3,12.65,11.7,11.61,14.7,3,en117652377.txt,14.3659,250,2
1543,18.5,16.13,15.4,12.82,17.4,3,en117652377.txt,18.355,250,3
1544,17.3,14.39,15.5,12.49,17.1,3,en117652377.txt,18.31,250,4
1545,16.8,14.51,13.9,12.93,16.4,3,en117652377.txt,16.7216,200,1
1546,14.2,12.82,11.5,11.42,14.4,3,en117652377.txt,14.1516,200,2
1547,16.1,13.81,13.7,12.91,16.0,3,en117652377.txt,15.399,200,3
1548,18.5,16.71,16.2,12.39,17.5,3,en117652377.txt,18.9068,200,4
1549,17.7,14.22,15.9,12.9,17.4,3,en117652377.txt,18.699,200,5
1550,17.0,14.63,15.2,13.41,16.8,3,en117652377.txt,17.3152,150,1
1551,14.8,13.46,12.7,11.69,14.8,3,en117652377.txt,14.1612,150,2
1552,14.7,12.48,12.3,12.55,14.6,3,en117652377.txt,14.3068,150,3
1553,16.2,14.39,14.7,12.92,16.1,3,en117652377.txt,15.8583,150,4
1554,19.3,17.18,16.6,12.82,17.9,3,en117652377.txt,19.5769,150,5
1555,16.5,14.22,15.0,13.12,16.6,3,en117652377.txt,16.9453,150,6
1556,17.9,14.8,15.7,12.65,17.7,3,en117652377.txt,19.4522,150,7
1557,17.4,14.51,14.4,13.85,17.1,3,en117652377.txt,17.8451,100,1
1558,16.0,14.45,13.3,13.04,15.5,3,en117652377.txt,15.5359,100,2
1559,14.2,13.34,12.3,11.37,14.6,3,en117652377.txt,13.859,100,3
1560,14.4,12.36,11.9,12.33,14.3,3,en117652377.txt,14.4962,100,4
1561,14.9,13.18,13.2,13.19,15.4,3,en117652377.txt,14.3798,100,5
1562,17.1,14.39,15.4,13.95,16.5,3,en117652377.txt,16.3644,100,6
1563,19.9,17.53,16.8,13.54,18.5,3,en117652377.txt,20.7081,100,7
1564,16.9,15.79,14.5,12.54,16.4,3,en117652377.txt,16.9178,100,8
1565,17.0,13.81,14.4,13.92,16.8,3,en117652377.txt,17.0781,100,9
1566,18.4,14.57,16.2,13.25,17.9,3,en117652377.txt,20.2002,100,10
1567,17.3,15.61,14.9,12.76,17.1,3,en117652377.txt,17.8499,100,11
1568,17.6,14.68,15.6,14.07,17.5,3,en117652377.txt,18.3038,75,1
1569,16.6,14.63,13.6,14.14,16.0,3,en117652377.txt,16.2716,75,2
1570,15.9,14.34,13.3,13.11,15.3,3,en117652377.txt,14.7243,75,3
1571,13.4,12.82,10.9,11.28,14.2,3,en117652377.txt,13.587,75,4
1572,14.7,12.88,11.8,12.43,14.5,3,en117652377.txt,14.5994,75,5
1573,14.7,11.78,12.8,13.67,14.8,3,en117652377.txt,14.0136,75,6
1574,15.1,13.98,13.8,12.85,15.5,3,en117652377.txt,15.3228,75,7
1575,17.5,14.45,15.6,14.63,16.9,3,en117652377.txt,16.3773,75,8
1576,18.9,16.95,16.4,13.87,17.9,3,en117652377.txt,20.3499,75,9
1577,19.7,17.41,16.8,13.19,17.9,3,en117652377.txt,18.7739,75,10
1578,15.3,15.26,13.1,12.01,15.9,3,en117652377.txt,16.4866,75,11
1579,18.3,13.59,15.9,15.48,17.3,3,en117652377.txt,17.7132,75,12
1580,19.2,14.17,16.1,14.59,18.2,3,en117652377.txt,20.155,75,13
1581,16.8,15.66,14.2,11.86,17.3,3,en117652377.txt,18.8767,75,14
1582,17.0,13.58,14.8,14.18,16.6,3,en117652377.txt,18.1612,75,15
1583,18.1,14.34,15.1,14.92,18.0,3,en117652377.txt,18.7646,50,1
